yearID,SLG,SLGvar,actualvarSLG,truetalentvarSLG,RTMAB,RTMTB,AB,H,BB,HBP,SF,OBP,1B,2B,3B,HR,OBPvar,actualvarOBP,truetalentvarOBP,RTMPA,RTMOB,HRpercent,HRpercentvar,actualvarHRpercent,truetalentvarHRpercent,RTMH,RTMHR,Havg,Havgvar,actualvarHavg,truetalentvarHavg,RTMABavg,RTMHavg
1960,0.4259149609131996,0.005998761108707409,6.108768659194261e-07,0.00599815023184149,40.76446863326394,17.36219706458396,400263,110100,42488,2394,3474,0.3454646370305315,77164,17427,3576,11933,0.0015000172674418603,5.649256153876193e-07,0.0014994523418264726,150.80093930592076,52.09639176118313,0.10838328792007267,0.004713838250781963,8.777143580354886e-07,0.004712960536423927,20.50438361892851,2.22233251339395,0.27506914203910926,0.0008545452918148589,4.981877144202127e-07,0.0008540471041004387,233.48373664589676,64.22417111927216
1961,0.42686286252031824,0.006139062205390956,5.232504044855807e-07,0.00613853895498647,39.85491676688682,17.012583856622335,467560,128607,49814,2827,4045,0.3457308210267699,89977,20363,4187,14080,0.0014926686527561202,4.83790359352651e-07,0.0014921848623967674,151.59048058938112,52.409501314009354,0.1094808214171857,0.004829441991679586,7.580829282932032e-07,0.004828683908751292,20.190754458437173,2.210500383142406,0.27505988536230647,0.0008476723336329674,4.2647348966289093e-07,0.0008472458601433045,235.35310611379572,64.7361983873234
1962,0.4265087296412165,0.005954299515239546,4.480196814048242e-07,0.005953851495558141,41.0824880942252,17.52203980756839,545956,150120,57683,3358,4687,0.3452125607339738,105136,23680,4857,16447,0.0014463371321488882,4.1402759314938613e-07,0.0014459231045557388,156.329785403711,53.96700553820767,0.10955901945110579,0.004792382593609187,6.498523894752065e-07,0.004791732741219712,20.359199057330073,2.23053388553096,0.2749672134750786,0.0008321873808994187,3.65158080484195e-07,0.0008318222228189346,239.66688977510586,65.90053684369965
1963,0.4236310592099671,0.005884114116625135,3.916127123842745e-07,0.005883722503912751,41.49886143002729,17.58020662361011,623493,170442,64644,3878,5259,0.34271176036966816,119491,26837,5490,18624,0.0014505402258454965,3.612877926039127e-07,0.0014501789380528926,155.33283773686648,53.234390264017534,0.10926884218678495,0.004744811188681476,5.710397807696721e-07,0.004744240148900706,20.51522672951046,2.241675071932991,0.27336634092122924,0.0008461468813963387,3.1858767391545296e-07,0.0008458282937224233,234.84339084754544,64.19827844552759
1964,0.42237220283309385,0.005893836281199417,3.478266000407937e-07,0.005893488454599376,41.39720082366708,17.48502690301623,701424,191348,71782,4383,5808,0.3414782032609264,134268,30114,6098,20868,0.0014316671106305641,3.205918815988843e-07,0.0014313465187489652,157.1044027515845,53.64772917599202,0.10905784225599431,0.004750393914857749,5.077880578760215e-07,0.004749886126799873,20.45611762148141,2.2309000487335853,0.27279933392641253,0.000836192209977935,2.828244504546725e-07,0.0008359093855274804,237.3222035430735,64.74133905249896
1965,0.4206252897297311,0.0058966994620846345,3.12939770077562e-07,0.005896386522314557,41.330339259009335,17.38458592544888,778743,211674,79218,4937,6369,0.34032006276552546,148605,33309,6704,23056,0.0014170010300819983,2.882880714751777e-07,0.0014167127420105232,158.4670702729705,53.92952330156625,0.10892221056908265,0.004722754359897368,4.585266145763158e-07,0.004722295833282791,20.553172871923884,2.2386970234184504,0.27181496334477484,0.000838470047089315,2.5416804908250034e-07,0.0008382158790402325,236.1343825570182,64.18485853917694
1966,0.4195216329801608,0.005831693568229211,2.8365998579135343e-07,0.00583140990824342,41.76060957360755,17.51947912256678,858504,232834,86322,5451,6940,0.3391153730031957,163577,36541,7362,25354,0.0013952223544411646,2.6105427207805574e-07,0.0013949613001690865,160.6611859188735,54.482677990014565,0.10889303108652516,0.004687859427378823,4.167575992652028e-07,0.004687442669779558,20.701125475712246,2.2542082999527917,0.2712089867956352,0.0008291269734154383,2.3023151001849752e-07,0.0008288967419054199,238.45512026330692,64.67117156284282
1967,0.41730063029209025,0.005866498951549054,2.600311127851921e-07,0.005866238920436269,41.45088830303398,17.29748181502311,935122,252798,93499,6008,7487,0.33806697143120346,177912,39630,7969,27287,0.0014090601720891632,2.3930320777239475e-07,0.0014088208688813907,158.8404169766577,53.69869870816819,0.10793993623367273,0.0046183086115178665,3.8089267478201335e-07,0.004617927718843085,20.851107306561822,2.2506671930717506,0.27033691860527287,0.000854257310880001,2.1094025062428106e-07,0.0008540463706293767,230.96505743466238,62.4383819323765
1968,0.41413507194797644,0.00590248794586509,2.4066363949597316e-07,0.005902247282225594,41.107598941386954,17.024098445199847,1008159,271469,99968,6564,8028,0.3366835334576149,191630,42486,8500,28853,0.001422123562897841,2.2152034724295475e-07,0.0014219020425505979,157.0626703338201,52.880414822279064,0.1062846954900928,0.004617523465307142,3.499046262912931e-07,0.00461717356068085,20.572815326583488,2.18657541235984,0.26927200967307735,0.0008631779026437435,1.951721846253413e-07,0.0008629827304591182,228.00525147822842,61.39543228155796
1969,0.4135705134522519,0.005955159536534912,2.2131148401378684e-07,0.005954938225050898,40.72753313121392,16.84370678871974,1095876,294923,109341,7187,8684,0.3369544209753924,208420,46045,9120,31338,0.0014291160165373568,2.0386990787327256e-07,0.0014289121466294836,156.3540065689302,52.68417375061658,0.10625824367716319,0.004679529457463107,3.2200753867215444e-07,0.004679207449924435,20.295622783157743,2.15657723127256,0.26912077643821014,0.0008624550400847903,1.7948635076186087e-07,0.0008622755537340285,228.11128446786066,61.38948599030809
